geometry,name,vicinity,types,lat,lng
"{'location': {'lat': 29.9656898, 'lng': -90.0140236}, 'viewport': {'northeast': {'lat': 29.9671171302915, 'lng': -90.0126507697085}, 'southwest': {'lat': 29.9644191697085, 'lng': -90.0153487302915}}}",NOFD Fire Station Engine 39,"5602 North Claiborne Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9656898,-90.0140236
"{'location': {'lat': 29.96279309999999, 'lng': -90.1395711}, 'viewport': {'northeast': {'lat': 29.96417003029149, 'lng': -90.1383159197085}, 'southwest': {'lat': 29.9614720697085, 'lng': -90.14101388029151}}}",Jefferson Parish Fire Station 12,"966 Jefferson Highway, Jefferson","['fire_station', 'point_of_interest', 'establishment']",29.96279309999999,-90.1395711
"{'location': {'lat': 30.0034118, 'lng': -90.03593090000001}, 'viewport': {'northeast': {'lat': 30.00496498029151, 'lng': -90.0347110197085}, 'southwest': {'lat': 30.00226701970851, 'lng': -90.0374089802915}}}",NOFD Fire Station Engine 6,"4550 Old Gentilly Road, New Orleans","['fire_station', 'point_of_interest', 'establishment']",30.0034118,-90.03593090000001
"{'location': {'lat': 29.9582697, 'lng': -89.99058699999999}, 'viewport': {'northeast': {'lat': 29.9595597302915, 'lng': -89.9892694197085}, 'southwest': {'lat': 29.9568617697085, 'lng': -89.99196738029151}}}",St Bernard Parish Fire Department,"8201 West Judge Perez Drive, Chalmette","['fire_station', 'point_of_interest', 'establishment']",29.9582697,-89.99058699999999
"{'location': {'lat': 30.0041869, 'lng': -90.1060249}, 'viewport': {'northeast': {'lat': 30.0056545802915, 'lng': -90.10466166970849}, 'southwest': {'lat': 30.00295661970851, 'lng': -90.1073596302915}}}",NOFD Fire Station Engine 18,"778 Harrison Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",30.0041869,-90.1060249
"{'location': {'lat': 29.9790111, 'lng': -90.1429369}, 'viewport': {'northeast': {'lat': 29.9803820802915, 'lng': -90.14166591970849}, 'southwest': {'lat': 29.9776841197085, 'lng': -90.1443638802915}}}",Jefferson Parish Fire Station 14,"701 Glenwood Drive, Metairie","['fire_station', 'point_of_interest', 'establishment']",29.9790111,-90.1429369
"{'location': {'lat': 29.9109273, 'lng': -90.0575204}, 'viewport': {'northeast': {'lat': 29.9123161802915, 'lng': -90.0560992697085}, 'southwest': {'lat': 29.9096182197085, 'lng': -90.0587972302915}}}",David Crockett Fire Department,"1136 Lafayette Street, Gretna","['fire_station', 'point_of_interest', 'establishment']",29.9109273,-90.0575204
"{'location': {'lat': 29.9652187, 'lng': -90.05431659999999}, 'viewport': {'northeast': {'lat': 29.9665733302915, 'lng': -90.05286926970848}, 'southwest': {'lat': 29.9638753697085, 'lng': -90.0555672302915}}}",The Old Firehouse,"720 Mandeville Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9652187,-90.05431659999999
"{'location': {'lat': 29.92875919999999, 'lng': -90.02077849999999}, 'viewport': {'northeast': {'lat': 29.9300997302915, 'lng': -90.0192599697085}, 'southwest': {'lat': 29.9274017697085, 'lng': -90.0219579302915}}}",Fire Fighter Pension & Relief,"3520 General De Gaulle # 3001, New Orleans","['local_government_office', 'fire_station', 'point_of_interest', 'establishment']",29.92875919999999,-90.02077849999999
"{'location': {'lat': 29.9657822, 'lng': -90.055571}, 'viewport': {'northeast': {'lat': 29.9670611302915, 'lng': -90.0542159697085}, 'southwest': {'lat': 29.9643631697085, 'lng': -90.05691393029151}}}",Fire & Safety Prevention Fsp,"2233 Dauphine Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9657822,-90.055571
"{'location': {'lat': 29.94785899999999, 'lng': -90.0728142}, 'viewport': {'northeast': {'lat': 29.94913648029149, 'lng': -90.0714875697085}, 'southwest': {'lat': 29.94643851970849, 'lng': -90.0741855302915}}}",New Orleans Fire Station 2,"801 Girod Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.94785899999999,-90.0728142
"{'location': {'lat': 29.9478144, 'lng': -90.072802}, 'viewport': {'northeast': {'lat': 29.9491113302915, 'lng': -90.0714692697085}, 'southwest': {'lat': 29.9464133697085, 'lng': -90.07416723029151}}}",Flying Squad,"801 Girod Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9478144,-90.072802
"{'location': {'lat': 29.95414740000001, 'lng': -90.0654416}, 'viewport': {'northeast': {'lat': 29.9554338302915, 'lng': -90.06399996970849}, 'southwest': {'lat': 29.9527358697085, 'lng': -90.06669793029151}}}",NOFD Headquarters,"317 Decatur Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.95414740000001,-90.0654416
"{'location': {'lat': 29.9621861, 'lng': -90.0577828}, 'viewport': {'northeast': {'lat': 29.9635621302915, 'lng': -90.05646766970851}, 'southwest': {'lat': 29.9608641697085, 'lng': -90.05916563029152}}}",Engine 9,"449 Decatur Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9621861,-90.0577828
"{'location': {'lat': 29.9664073, 'lng': -90.0966735}, 'viewport': {'northeast': {'lat': 29.9678169302915, 'lng': -90.0954133697085}, 'southwest': {'lat': 29.96511896970851, 'lng': -90.0981113302915}}}",Engine 26,"436 South Jefferson Davis Parkway, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9664073,-90.0966735
"{'location': {'lat': 29.920876, 'lng': -90.07868979999999}, 'viewport': {'northeast': {'lat': 29.9222544302915, 'lng': -90.07728466970849}, 'southwest': {'lat': 29.9195564697085, 'lng': -90.0799826302915}}}",Areana Fire Protection,"440 Washington Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.920876,-90.07868979999999
"{'location': {'lat': 29.9187503, 'lng': -90.062972}, 'viewport': {'northeast': {'lat': 29.9200669302915, 'lng': -90.0616818197085}, 'southwest': {'lat': 29.9173689697085, 'lng': -90.0643797802915}}}","David Crockett Fire Co, No.1","207 Lafayette Street, Gretna","['fire_station', 'point_of_interest', 'establishment']",29.9187503,-90.062972
"{'location': {'lat': 29.93774299999999, 'lng': -90.1078656}, 'viewport': {'northeast': {'lat': 29.9391433802915, 'lng': -90.10651471970849}, 'southwest': {'lat': 29.9364454197085, 'lng': -90.10921268029149}}}",Fire Station No. 38,"4934 Clara Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.93774299999999,-90.1078656
"{'location': {'lat': 29.9377057, 'lng': -90.1079926}, 'viewport': {'northeast': {'lat': 29.9391264802915, 'lng': -90.1066409697085}, 'southwest': {'lat': 29.93642851970851, 'lng': -90.1093389302915}}}",Engine 38,"4940 Clara Street, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9377057,-90.1079926
"{'location': {'lat': 29.9643384, 'lng': -90.0318875}, 'viewport': {'northeast': {'lat': 29.96566838029149, 'lng': -90.03045346970849}, 'southwest': {'lat': 29.9629704197085, 'lng': -90.03315143029151}}}",NOFD Fire Station Engine 24,"1040 Poland Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9643384,-90.0318875
"{'location': {'lat': 29.9186731, 'lng': -90.0475529}, 'viewport': {'northeast': {'lat': 29.9200164302915, 'lng': -90.0462879697085}, 'southwest': {'lat': 29.9173184697085, 'lng': -90.04898593029151}}}",David Crockett Vol.Fire Co.,"2000 Hancock Street, Gretna","['fire_station', 'point_of_interest', 'establishment']",29.9186731,-90.0475529
"{'location': {'lat': 29.9300678, 'lng': -90.0320296}, 'viewport': {'northeast': {'lat': 29.9314207802915, 'lng': -90.03077451970849}, 'southwest': {'lat': 29.9287228197085, 'lng': -90.03347248029151}}}",Fire Station 40,"1864 Shirley Drive, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9300678,-90.0320296
"{'location': {'lat': 29.910943, 'lng': -90.05754069999999}, 'viewport': {'northeast': {'lat': 29.9123335802915, 'lng': -90.0561164697085}, 'southwest': {'lat': 29.9096356197085, 'lng': -90.0588144302915}}}",David Crocktt Stm Voltr,"1136 Lafayette Street, Gretna","['fire_station', 'point_of_interest', 'establishment']",29.910943,-90.05754069999999
"{'location': {'lat': 29.9838461, 'lng': -90.03645139999999}, 'viewport': {'northeast': {'lat': 29.98517348029149, 'lng': -90.0351091197085}, 'southwest': {'lat': 29.98247551970849, 'lng': -90.0378070802915}}}",Engine 8,"3300 Florida Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9838461,-90.03645139999999
"{'location': {'lat': 29.9053586, 'lng': -90.07273579999999}, 'viewport': {'northeast': {'lat': 29.9066776302915, 'lng': -90.07146056970849}, 'southwest': {'lat': 29.9039796697085, 'lng': -90.0741585302915}}}",Harvey Volunteer Fire Co,"639 Maple Avenue, Harvey","['fire_station', 'point_of_interest', 'establishment']",29.9053586,-90.07273579999999
"{'location': {'lat': 29.99794079999999, 'lng': -90.0738751}, 'viewport': {'northeast': {'lat': 29.9992938802915, 'lng': -90.0724695197085}, 'southwest': {'lat': 29.9965959197085, 'lng': -90.07516748029151}}}",Engine 21,New Orleans,"['fire_station', 'point_of_interest', 'establishment']",29.99794079999999,-90.0738751
"{'location': {'lat': 29.8969843, 'lng': -90.04727869999999}, 'viewport': {'northeast': {'lat': 29.8984649802915, 'lng': -90.0460214197085}, 'southwest': {'lat': 29.8957670197085, 'lng': -90.0487193802915}}}",David Crockett Fire Department,"700 Gretna Boulevard, Gretna","['fire_station', 'point_of_interest', 'establishment']",29.8969843,-90.04727869999999
"{'location': {'lat': 29.9115251, 'lng': -90.0329091}, 'viewport': {'northeast': {'lat': 29.9129373302915, 'lng': -90.0316780197085}, 'southwest': {'lat': 29.9102393697085, 'lng': -90.0343759802915}}}",Terrytown Volunteer Fire Department,"341 Heritage Avenue, Terrytown","['fire_station', 'point_of_interest', 'establishment']",29.9115251,-90.0329091
"{'location': {'lat': 29.9656933, 'lng': -90.01396310000001}, 'viewport': {'northeast': {'lat': 29.9670786302915, 'lng': -90.0127650697085}, 'southwest': {'lat': 29.9643806697085, 'lng': -90.0154630302915}}}",NOFD Engine 39,"1600-1652 Caffin Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",29.9656933,-90.01396310000001
"{'location': {'lat': 29.9011587, 'lng': -90.09565889999999}, 'viewport': {'northeast': {'lat': 29.9024938302915, 'lng': -90.09442021970848}, 'southwest': {'lat': 29.8997958697085, 'lng': -90.09711818029149}}}",Marrero-Harvey Volunteer Fire,"531 Avenue C, Marrero","['fire_station', 'point_of_interest', 'establishment']",29.9011587,-90.09565889999999
"{'location': {'lat': 30.0042016, 'lng': -90.1060237}, 'viewport': {'northeast': {'lat': 30.0056619302915, 'lng': -90.1046613197085}, 'southwest': {'lat': 30.00296396970851, 'lng': -90.1073592802915}}}",Engine 18,"773 Harrison Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",30.0042016,-90.1060237
"{'location': {'lat': 29.9606022, 'lng': -90.0012816}, 'viewport': {'northeast': {'lat': 29.9618955302915, 'lng': -89.99977661970848}, 'southwest': {'lat': 29.9591975697085, 'lng': -90.0024745802915}}}",Arabi Fire Station 1,"1500 Aycock Street, Arabi","['fire_station', 'point_of_interest', 'establishment']",29.9606022,-90.0012816
"{'location': {'lat': 29.8894058, 'lng': -90.06375419999999}, 'viewport': {'northeast': {'lat': 29.8904871802915, 'lng': -90.0624649697085}, 'southwest': {'lat': 29.8877892197085, 'lng': -90.0651629302915}}}",Harvey Volunteer Fire Co No 2,"1801 Gretna Boulevard, Harvey","['fire_station', 'point_of_interest', 'establishment']",29.8894058,-90.06375419999999
"{'location': {'lat': 29.8994651, 'lng': -90.0222388}, 'viewport': {'northeast': {'lat': 29.9006755802915, 'lng': -90.02089906970849}, 'southwest': {'lat': 29.8979776197085, 'lng': -90.0235970302915}}}",Terrytown Volunteer Fire Department,"2201 Carol Sue Avenue, Terrytown","['fire_station', 'point_of_interest', 'establishment']",29.8994651,-90.0222388
"{'location': {'lat': 30.016286, 'lng': -90.051796}, 'viewport': {'northeast': {'lat': 30.0176424302915, 'lng': -90.05028081970849}, 'southwest': {'lat': 30.0149444697085, 'lng': -90.0529787802915}}}",Engine 12 NOFD,"5600 Franklin Avenue, New Orleans","['fire_station', 'point_of_interest', 'establishment']",30.016286,-90.051796
"{'location': {'lat': 29.89908740000001, 'lng': -90.1233718}, 'viewport': {'northeast': {'lat': 29.9004446802915, 'lng': -90.1220907197085}, 'southwest': {'lat': 29.8977467197085, 'lng': -90.1247886802915}}}",Marrero Ragusa Vol. Fire Co. No. 3 Station,"455 Saint Ann Street, Marrero","['fire_station', 'point_of_interest', 'establishment']",29.89908740000001,-90.1233718
"{'location': {'lat': 29.95832039999999, 'lng': -89.9905927}, 'viewport': {'northeast': {'lat': 29.9595904802915, 'lng': -89.9892857697085}, 'southwest': {'lat': 29.9568925197085, 'lng': -89.99198373029152}}}",Fire Station 2,"7628 West Judge Perez Drive, Arabi","['fire_station', 'point_of_interest', 'establishment']",29.95832039999999,-89.9905927
"{'location': {'lat': 29.95832559999999, 'lng': -89.9905871}, 'viewport': {'northeast': {'lat': 29.9595926302915, 'lng': -89.98928176970848}, 'southwest': {'lat': 29.9568946697085, 'lng': -89.9919797302915}}}",SBFD Station 2,"7628 West Judge Perez Drive, Arabi","['fire_station', 'point_of_interest', 'establishment']",29.95832559999999,-89.9905871
"{'location': {'lat': 29.99713210000001, 'lng': -90.1347701}, 'viewport': {'northeast': {'lat': 29.9983997302915, 'lng': -90.1334265197085}, 'southwest': {'lat': 29.9957017697085, 'lng': -90.1361244802915}}}",Jefferson Parish Fire Station 15,"1101 North Service Road East, Metairie","['fire_station', 'point_of_interest', 'establishment']",29.99713210000001,-90.1347701
