FEMA Lifeline,geometry,name,types,vicinity,lat,lng
"Food, Water & Shelter","{'location': {'lat': 29.9293935, 'lng': -90.0671545}, 'viewport': {'northeast': {'lat': 29.93060463029149, 'lng': -90.0657859197085}, 'southwest': {'lat': 29.9279066697085, 'lng': -90.06848388029151}}}",Sterling Xpress,"['convenience_store', 'gas_station', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1667 Tchoupitoulas Street, New Orleans",29.9293935,-90.0671545
"Food, Water & Shelter","{'location': {'lat': 29.987868, 'lng': -90.1401513}, 'viewport': {'northeast': {'lat': 29.98927248029149, 'lng': -90.1387989697085}, 'southwest': {'lat': 29.98657451970849, 'lng': -90.14149693029151}}}",Walgreens,"['convenience_store', 'health', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","1503 Metairie Road, Metairie",29.987868,-90.1401513
"Food, Water & Shelter","{'location': {'lat': 29.9540928, 'lng': -90.0698555}, 'viewport': {'northeast': {'lat': 29.9553482302915, 'lng': -90.06855321970849}, 'southwest': {'lat': 29.9526502697085, 'lng': -90.0712511802915}}}",Walgreens,"['convenience_store', 'health', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","801 Canal Street, New Orleans",29.9540928,-90.0698555
"Food, Water & Shelter","{'location': {'lat': 29.9515082, 'lng': -90.067071}, 'viewport': {'northeast': {'lat': 29.9529106802915, 'lng': -90.0656733697085}, 'southwest': {'lat': 29.9502127197085, 'lng': -90.06837133029151}}}",Mini Mart,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","454 Canal Street, New Orleans",29.9515082,-90.067071
"Food, Water & Shelter","{'location': {'lat': 29.9483739, 'lng': -90.0746217}, 'viewport': {'northeast': {'lat': 29.9495849802915, 'lng': -90.07325851970849}, 'southwest': {'lat': 29.9468870197085, 'lng': -90.0759564802915}}}",CVS,"['convenience_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']","939 Girod Street, New Orleans",29.9483739,-90.0746217
"Food, Water & Shelter","{'location': {'lat': 29.9473082, 'lng': -90.0667058}, 'viewport': {'northeast': {'lat': 29.9487242302915, 'lng': -90.06533761970849}, 'southwest': {'lat': 29.9460262697085, 'lng': -90.06803558029151}}}",Lafayette Mini Mart,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","322 Lafayette Street, New Orleans",29.9473082,-90.0667058
"Food, Water & Shelter","{'location': {'lat': 29.9432065, 'lng': -90.0732451}, 'viewport': {'northeast': {'lat': 29.9445026802915, 'lng': -90.07188166970849}, 'southwest': {'lat': 29.9418047197085, 'lng': -90.0745796302915}}}",Circle K,"['convenience_store', 'gas_station', 'store', 'food', 'point_of_interest', 'establishment']","704 Howard Avenue, New Orleans",29.9432065,-90.0732451
"Food, Water & Shelter","{'location': {'lat': 29.9581406, 'lng': -90.064786}, 'viewport': {'northeast': {'lat': 29.9594586802915, 'lng': -90.0633942697085}, 'southwest': {'lat': 29.9567607197085, 'lng': -90.06609223029152}}}",Rouses Market,"['grocery_or_supermarket', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","701 Royal Street, New Orleans",29.9581406,-90.064786
"Food, Water & Shelter","{'location': {'lat': 29.9417859, 'lng': -90.0674887}, 'viewport': {'northeast': {'lat': 29.9431563302915, 'lng': -90.0661504697085}, 'southwest': {'lat': 29.9404583697085, 'lng': -90.06884843029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","1011 Tchoupitoulas Street, New Orleans",29.9417859,-90.0674887
"Food, Water & Shelter","{'location': {'lat': 29.9344245, 'lng': -90.0806708}, 'viewport': {'northeast': {'lat': 29.93573358029149, 'lng': -90.07938236970848}, 'southwest': {'lat': 29.9330356197085, 'lng': -90.08208033029149}}}",Brothers Food Mart,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","2139 Saint Charles Avenue, New Orleans",29.9344245,-90.0806708
"Food, Water & Shelter","{'location': {'lat': 29.96497149999999, 'lng': -90.088906}, 'viewport': {'northeast': {'lat': 29.9663608802915, 'lng': -90.08751866970849}, 'southwest': {'lat': 29.9636629197085, 'lng': -90.0902166302915}}}",Mini mart,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","70119, 839 Esplanade Avenue, New Orleans",29.96497149999999,-90.088906
"Food, Water & Shelter","{'location': {'lat': 29.9298915, 'lng': -90.076672}, 'viewport': {'northeast': {'lat': 29.9312608802915, 'lng': -90.0752670197085}, 'southwest': {'lat': 29.9285629197085, 'lng': -90.07796498029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","2135 Magazine Street, New Orleans",29.9298915,-90.076672
"Food, Water & Shelter","{'location': {'lat': 29.9292138, 'lng': -90.0671749}, 'viewport': {'northeast': {'lat': 29.9306477302915, 'lng': -90.06581721970849}, 'southwest': {'lat': 29.9279497697085, 'lng': -90.0685151802915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1667 Tchoupitoulas Street, New Orleans",29.9292138,-90.0671749
"Food, Water & Shelter","{'location': {'lat': 29.97426429999999, 'lng': -90.05778}, 'viewport': {'northeast': {'lat': 29.97562048029149, 'lng': -90.0562481697085}, 'southwest': {'lat': 29.97292251970849, 'lng': -90.0589461302915}}}",CVS,"['convenience_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']","1600 Elysian Fields Avenue, New Orleans",29.97426429999999,-90.05778
"Food, Water & Shelter","{'location': {'lat': 29.9738581, 'lng': -90.0566764}, 'viewport': {'northeast': {'lat': 29.9752271302915, 'lng': -90.05546816970849}, 'southwest': {'lat': 29.9725291697085, 'lng': -90.0581661302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1601 Elysian Fields Avenue, New Orleans",29.9738581,-90.0566764
"Food, Water & Shelter","{'location': {'lat': 29.9566166, 'lng': -90.1044764}, 'viewport': {'northeast': {'lat': 29.9579820802915, 'lng': -90.10317206970849}, 'southwest': {'lat': 29.9552841197085, 'lng': -90.1058700302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1308 South Jefferson Davis Parkway, New Orleans",29.9566166,-90.1044764
"Food, Water & Shelter","{'location': {'lat': 29.9229641, 'lng': -90.08932260000002}, 'viewport': {'northeast': {'lat': 29.92437083029149, 'lng': -90.0878125697085}, 'southwest': {'lat': 29.9216728697085, 'lng': -90.09051053029151}}}",CVS,"['convenience_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']","1116 Louisiana Avenue, New Orleans",29.9229641,-90.08932260000002
"Food, Water & Shelter","{'location': {'lat': 29.9833395, 'lng': -90.0713076}, 'viewport': {'northeast': {'lat': 29.9847493302915, 'lng': -90.0700507197085}, 'southwest': {'lat': 29.9820513697085, 'lng': -90.07274868029151}}}",TRIANGLE DELI,"['convenience_store', 'gas_station', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1904 North Broad Street, New Orleans",29.9833395,-90.0713076
"Food, Water & Shelter","{'location': {'lat': 29.9778819, 'lng': -90.0966484}, 'viewport': {'northeast': {'lat': 29.9792794802915, 'lng': -90.09536101970849}, 'southwest': {'lat': 29.9765815197085, 'lng': -90.09805898029151}}}",CVS,"['convenience_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']","500 North Carrollton Avenue, New Orleans",29.9778819,-90.0966484
"Food, Water & Shelter","{'location': {'lat': 29.9830964, 'lng': -90.0889323}, 'viewport': {'northeast': {'lat': 29.9845218802915, 'lng': -90.08763426970849}, 'southwest': {'lat': 29.9818239197085, 'lng': -90.09033223029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","3494 Esplanade Avenue, New Orleans",29.9830964,-90.0889323
"Food, Water & Shelter","{'location': {'lat': 29.91850019999999, 'lng': -90.04940959999999}, 'viewport': {'northeast': {'lat': 29.9199342802915, 'lng': -90.0481623197085}, 'southwest': {'lat': 29.9172363197085, 'lng': -90.0508602802915}}}",Chevron,"['gas_station', 'convenience_store', 'car_repair', 'store', 'food', 'point_of_interest', 'establishment']","1001 Stumpf Boulevard, Gretna",29.91850019999999,-90.04940959999999
"Food, Water & Shelter","{'location': {'lat': 29.9505416, 'lng': -90.11621769999999}, 'viewport': {'northeast': {'lat': 29.9519096302915, 'lng': -90.11490141970849}, 'southwest': {'lat': 29.9492116697085, 'lng': -90.1175993802915}}}",BROADWAY,"['convenience_store', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']","2223 Broadway Street, New Orleans",29.9505416,-90.11621769999999
"Food, Water & Shelter","{'location': {'lat': 29.989914, 'lng': -90.0725191}, 'viewport': {'northeast': {'lat': 29.9912462802915, 'lng': -90.07135961970849}, 'southwest': {'lat': 29.9885483197085, 'lng': -90.0740575802915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","2035 Gentilly Boulevard, New Orleans",29.989914,-90.0725191
"Food, Water & Shelter","{'location': {'lat': 29.92867, 'lng': -90.032006}, 'viewport': {'northeast': {'lat': 29.9301791302915, 'lng': -90.03079701970849}, 'southwest': {'lat': 29.9274811697085, 'lng': -90.03349498029151}}}",Chevron,"['gas_station', 'convenience_store', 'car_repair', 'store', 'food', 'point_of_interest', 'establishment']","2601 General De Gaulle Drive, New Orleans",29.92867,-90.032006
"Food, Water & Shelter","{'location': {'lat': 29.9939422, 'lng': -90.0498489}, 'viewport': {'northeast': {'lat': 29.9951936302915, 'lng': -90.04842646970849}, 'southwest': {'lat': 29.9924956697085, 'lng': -90.05112443029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","3400 Franklin Avenue, New Orleans",29.9939422,-90.0498489
"Food, Water & Shelter","{'location': {'lat': 29.9668895, 'lng': -90.0204459}, 'viewport': {'northeast': {'lat': 29.96843653029149, 'lng': -90.01903561970849}, 'southwest': {'lat': 29.9657385697085, 'lng': -90.0217335802915}}}",CVS,"['convenience_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']","5000 North Claiborne Avenue, New Orleans",29.9668895,-90.0204459
"Food, Water & Shelter","{'location': {'lat': 29.9268961, 'lng': -90.0245637}, 'viewport': {'northeast': {'lat': 29.9281556802915, 'lng': -90.0230249697085}, 'southwest': {'lat': 29.9254577197085, 'lng': -90.02572293029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","3054 General De Gaulle Drive, New Orleans",29.9268961,-90.0245637
"Food, Water & Shelter","{'location': {'lat': 29.9254115, 'lng': -90.0697539}, 'viewport': {'northeast': {'lat': 29.9269059302915, 'lng': -90.06823701970849}, 'southwest': {'lat': 29.9242079697085, 'lng': -90.07093498029151}}}",Walmart Supercenter,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'store', 'food', 'point_of_interest', 'establishment']","1901 Tchoupitoulas Street, New Orleans",29.9254115,-90.0697539
"Food, Water & Shelter","{'location': {'lat': 29.92069379999999, 'lng': -90.1177694}, 'viewport': {'northeast': {'lat': 29.9221783802915, 'lng': -90.11630501970849}, 'southwest': {'lat': 29.9194804197085, 'lng': -90.1190029802915}}}",Whole Foods Market,"['grocery_or_supermarket', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']","5600 Magazine Street, New Orleans",29.92069379999999,-90.1177694
"Food, Water & Shelter","{'location': {'lat': 29.92797, 'lng': -90.09079299999999}, 'viewport': {'northeast': {'lat': 29.9294994802915, 'lng': -90.08953601970849}, 'southwest': {'lat': 29.9268015197085, 'lng': -90.0922339802915}}}",The Fresh Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","3338 Saint Charles Avenue, New Orleans",29.92797,-90.09079299999999
"Food, Water & Shelter","{'location': {'lat': 29.9644828, 'lng': -90.0503705}, 'viewport': {'northeast': {'lat': 29.9658817302915, 'lng': -90.0490065197085}, 'southwest': {'lat': 29.9631837697085, 'lng': -90.0517044802915}}}",Mardi Gras Zone Supermarket,"['supermarket', 'grocery_or_supermarket', 'home_goods_store', 'store', 'food', 'point_of_interest', 'establishment']","2706 Royal Street, New Orleans",29.9644828,-90.0503705
"Food, Water & Shelter","{'location': {'lat': 29.9115458, 'lng': -90.0204128}, 'viewport': {'northeast': {'lat': 29.91289048029149, 'lng': -90.0186826697085}, 'southwest': {'lat': 29.91019251970849, 'lng': -90.02138063029152}}}",Walmart Supercenter,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'store', 'food', 'point_of_interest', 'establishment']","4001 Behrman Place, New Orleans",29.9115458,-90.0204128
"Food, Water & Shelter","{'location': {'lat': 29.9570452, 'lng': -90.12069}, 'viewport': {'northeast': {'lat': 29.9583565302915, 'lng': -90.1193796697085}, 'southwest': {'lat': 29.9556585697085, 'lng': -90.1220776302915}}}",Robért Fresh Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","8115 South Claiborne Avenue, New Orleans",29.9570452,-90.12069
"Food, Water & Shelter","{'location': {'lat': 29.941788, 'lng': -90.068466}, 'viewport': {'northeast': {'lat': 29.9430467302915, 'lng': -90.0671441197085}, 'southwest': {'lat': 29.9403487697085, 'lng': -90.06984208029151}}}",Nesbit’s Poeyfarre Street Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","925 Poeyfarre Street, New Orleans",29.941788,-90.068466
"Food, Water & Shelter","{'location': {'lat': 29.9763639, 'lng': -90.09651559999999}, 'viewport': {'northeast': {'lat': 29.9778375802915, 'lng': -90.0953346697085}, 'southwest': {'lat': 29.97513961970851, 'lng': -90.09803263029151}}}",Rouses Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","400 North Carrollton Avenue, New Orleans",29.9763639,-90.09651559999999
"Food, Water & Shelter","{'location': {'lat': 29.9239565, 'lng': -90.0877265}, 'viewport': {'northeast': {'lat': 29.92527548029149, 'lng': -90.08636056970849}, 'southwest': {'lat': 29.92257751970849, 'lng': -90.0890585302915}}}",Breaux Mart on Magazine,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']","3233 Magazine Street, New Orleans",29.9239565,-90.0877265
"Food, Water & Shelter","{'location': {'lat': 29.9266378, 'lng': -90.1167849}, 'viewport': {'northeast': {'lat': 29.9280227302915, 'lng': -90.1153187197085}, 'southwest': {'lat': 29.9253247697085, 'lng': -90.1180166802915}}}",Langenstein's,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","1330 Arabella Street, New Orleans",29.9266378,-90.1167849
"Food, Water & Shelter","{'location': {'lat': 29.9653863, 'lng': -90.1116808}, 'viewport': {'northeast': {'lat': 29.9666466802915, 'lng': -90.1102294697085}, 'southwest': {'lat': 29.9639487197085, 'lng': -90.1129274302915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","3612 South Carrollton Avenue, New Orleans",29.9653863,-90.1116808
"Food, Water & Shelter","{'location': {'lat': 29.8954086, 'lng': -90.0572738}, 'viewport': {'northeast': {'lat': 29.8965042302915, 'lng': -90.0563961197085}, 'southwest': {'lat': 29.8938062697085, 'lng': -90.0590940802915}}}",Walmart Supercenter,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'store', 'food', 'point_of_interest', 'establishment']","1501 Manhattan Boulevard, Harvey",29.8954086,-90.0572738
"Food, Water & Shelter","{'location': {'lat': 29.9427597, 'lng': -90.09585179999999}, 'viewport': {'northeast': {'lat': 29.9439776302915, 'lng': -90.09440426970849}, 'southwest': {'lat': 29.9412796697085, 'lng': -90.09710223029151}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","2841 South Claiborne Avenue Suite B, New Orleans",29.9427597,-90.09585179999999
"Food, Water & Shelter","{'location': {'lat': 29.9477682, 'lng': -90.07428039999999}, 'viewport': {'northeast': {'lat': 29.9492820802915, 'lng': -90.07301221970849}, 'southwest': {'lat': 29.9465841197085, 'lng': -90.0757101802915}}}",Rouses Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","701 Baronne Street, New Orleans",29.9477682,-90.07428039999999
"Food, Water & Shelter","{'location': {'lat': 29.9671931, 'lng': -90.08484779999999}, 'viewport': {'northeast': {'lat': 29.96858573029149, 'lng': -90.0835613197085}, 'southwest': {'lat': 29.9658877697085, 'lng': -90.0862592802915}}}",Whole Foods Market,"['grocery_or_supermarket', 'supermarket', 'health', 'store', 'food', 'point_of_interest', 'establishment']","300 North Broad Street, New Orleans",29.9671931,-90.08484779999999
"Food, Water & Shelter","{'location': {'lat': 29.9186078, 'lng': -90.0505807}, 'viewport': {'northeast': {'lat': 29.9199249302915, 'lng': -90.04926421970848}, 'southwest': {'lat': 29.9172269697085, 'lng': -90.0519621802915}}}",Rouses Market,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","91 Westbank Expressway #600, Gretna",29.9186078,-90.0505807
"Food, Water & Shelter","{'location': {'lat': 29.9604076, 'lng': -90.11502899999999}, 'viewport': {'northeast': {'lat': 29.9618379802915, 'lng': -90.1135883197085}, 'southwest': {'lat': 29.9591400197085, 'lng': -90.1162862802915}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","3033 South Carrollton Avenue, New Orleans",29.9604076,-90.11502899999999
"Food, Water & Shelter","{'location': {'lat': 29.91337589999999, 'lng': -90.0536358}, 'viewport': {'northeast': {'lat': 29.9146365802915, 'lng': -90.05221191970848}, 'southwest': {'lat': 29.9119386197085, 'lng': -90.0549098802915}}}",Walmart Neighborhood Market,"['supermarket', 'department_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","99 Westbank Expressway, Gretna",29.91337589999999,-90.0536358
"Food, Water & Shelter","{'location': {'lat': 29.9165648, 'lng': -90.1028027}, 'viewport': {'northeast': {'lat': 29.9179176802915, 'lng': -90.10141046970848}, 'southwest': {'lat': 29.9152197197085, 'lng': -90.10410843029149}}}",Rouses Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","4500 Tchoupitoulas Street, New Orleans",29.9165648,-90.1028027
"Food, Water & Shelter","{'location': {'lat': 29.9141233, 'lng': -90.0421396}, 'viewport': {'northeast': {'lat': 29.9154849802915, 'lng': -90.04105271970849}, 'southwest': {'lat': 29.9127870197085, 'lng': -90.04375068029151}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","701 Whitney Avenue, Terrytown",29.9141233,-90.0421396
"Food, Water & Shelter","{'location': {'lat': 29.945714, 'lng': -90.09025899999999}, 'viewport': {'northeast': {'lat': 29.9468779802915, 'lng': -90.08874401970849}, 'southwest': {'lat': 29.9441800197085, 'lng': -90.09144198029149}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","2147 South Claiborne Avenue, New Orleans",29.945714,-90.09025899999999
"Food, Water & Shelter","{'location': {'lat': 29.98752469999999, 'lng': -90.13170799999999}, 'viewport': {'northeast': {'lat': 29.9889928802915, 'lng': -90.1303434197085}, 'southwest': {'lat': 29.9862949197085, 'lng': -90.1330413802915}}}",Langenstein's,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","800 Metairie Road G, Metairie",29.98752469999999,-90.13170799999999
"Food, Water & Shelter","{'location': {'lat': 29.8951289, 'lng': -90.10337539999999}, 'viewport': {'northeast': {'lat': 29.8961845302915, 'lng': -90.1019783197085}, 'southwest': {'lat': 29.8934865697085, 'lng': -90.1046762802915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","5252 Westbank Expressway, Marrero",29.8951289,-90.10337539999999
"Food, Water & Shelter","{'location': {'lat': 29.924325, 'lng': -90.107384}, 'viewport': {'northeast': {'lat': 29.9258083302915, 'lng': -90.10604936970849}, 'southwest': {'lat': 29.9231103697085, 'lng': -90.1087473302915}}}",Zara's Lil' Giant Supermarket & Po-boys,"['supermarket', 'grocery_or_supermarket', 'liquor_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","4838 Prytania Street, New Orleans",29.924325,-90.107384
"Food, Water & Shelter","{'location': {'lat': 29.9017189, 'lng': -90.02918969999999}, 'viewport': {'northeast': {'lat': 29.9030648302915, 'lng': -90.02772276970849}, 'southwest': {'lat': 29.9003668697085, 'lng': -90.03042073029151}}}",Ideal Market #7,"['grocery_or_supermarket', 'bakery', 'supermarket', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","653 Terry Parkway, Terrytown",29.9017189,-90.02918969999999
"Food, Water & Shelter","{'location': {'lat': 30.0056609, 'lng': -90.03834119999999}, 'viewport': {'northeast': {'lat': 30.0068933802915, 'lng': -90.03706676970849}, 'southwest': {'lat': 30.0041954197085, 'lng': -90.03976473029151}}}",Walmart Supercenter,"['department_store', 'supermarket', 'grocery_or_supermarket', 'electronics_store', 'store', 'food', 'point_of_interest', 'establishment']","4301 Chef Menteur Highway, New Orleans",30.0056609,-90.03834119999999
"Food, Water & Shelter","{'location': {'lat': 29.9649529, 'lng': -90.08733199999999}, 'viewport': {'northeast': {'lat': 29.9661422302915, 'lng': -90.08615981970848}, 'southwest': {'lat': 29.9634442697085, 'lng': -90.0888577802915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","2650 Canal Street, New Orleans",29.9649529,-90.08733199999999
"Food, Water & Shelter","{'location': {'lat': 29.9728326, 'lng': -90.05765400000001}, 'viewport': {'northeast': {'lat': 29.9743833302915, 'lng': -90.05632161970848}, 'southwest': {'lat': 29.9716853697085, 'lng': -90.0590195802915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","2130 North Claiborne Avenue, New Orleans",29.9728326,-90.05765400000001
"Food, Water & Shelter","{'location': {'lat': 29.99963219999999, 'lng': -90.0611215}, 'viewport': {'northeast': {'lat': 30.0008653302915, 'lng': -90.0597629197085}, 'southwest': {'lat': 29.9981673697085, 'lng': -90.06246088029151}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","2125 Caton Street, New Orleans",29.99963219999999,-90.0611215
"Food, Water & Shelter","{'location': {'lat': 29.9189151, 'lng': -90.0143662}, 'viewport': {'northeast': {'lat': 29.9204149802915, 'lng': -90.01300841970848}, 'southwest': {'lat': 29.9177170197085, 'lng': -90.01570638029149}}}",Rouses Market,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","4001 General De Gaulle Drive, New Orleans",29.9189151,-90.0143662
"Food, Water & Shelter","{'location': {'lat': 29.963861, 'lng': -90.0884392}, 'viewport': {'northeast': {'lat': 29.9652667802915, 'lng': -90.0871819197085}, 'southwest': {'lat': 29.9625688197085, 'lng': -90.0898798802915}}}",Ideal Market #2,"['supermarket', 'bakery', 'grocery_or_supermarket', 'finance', 'health', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","250 South Broad Avenue, New Orleans",29.963861,-90.0884392
"Food, Water & Shelter","{'location': {'lat': 29.9764841, 'lng': -90.0470206}, 'viewport': {'northeast': {'lat': 29.9779199802915, 'lng': -90.0460515197085}, 'southwest': {'lat': 29.9752220197085, 'lng': -90.0487494802915}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","1841 Almonaster Avenue, New Orleans",29.9764841,-90.0470206
"Food, Water & Shelter","{'location': {'lat': 29.90308599999999, 'lng': -90.0293255}, 'viewport': {'northeast': {'lat': 29.90444088029149, 'lng': -90.0280545697085}, 'southwest': {'lat': 29.90174291970849, 'lng': -90.03075253029151}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","601 Terry Parkway, Gretna",29.90308599999999,-90.0293255
"Food, Water & Shelter","{'location': {'lat': 30.0061828, 'lng': -90.07563259999999}, 'viewport': {'northeast': {'lat': 30.0073432302915, 'lng': -90.07426931970849}, 'southwest': {'lat': 30.0046452697085, 'lng': -90.07696728029151}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","4726 Paris Avenue, New Orleans",30.0061828,-90.07563259999999
"Food, Water & Shelter","{'location': {'lat': 29.92589569999999, 'lng': -90.01902}, 'viewport': {'northeast': {'lat': 29.92710358029149, 'lng': -90.01768196970849}, 'southwest': {'lat': 29.92440561970849, 'lng': -90.0203799302915}}}",Save A Lot,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']","3640 Macarthur Boulevard Suite A-B, New Orleans",29.92589569999999,-90.01902
"Food, Water & Shelter","{'location': {'lat': 29.9676087, 'lng': -90.0426351}, 'viewport': {'northeast': {'lat': 29.9689040802915, 'lng': -90.0416022197085}, 'southwest': {'lat': 29.9662061197085, 'lng': -90.0443001802915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","3157 Saint Claude Avenue, New Orleans",29.9676087,-90.0426351
"Food, Water & Shelter","{'location': {'lat': 29.9705881, 'lng': -90.1385391}, 'viewport': {'northeast': {'lat': 29.9719007302915, 'lng': -90.1370770197085}, 'southwest': {'lat': 29.9692027697085, 'lng': -90.1397749802915}}}",CajunGrocer.com,"['grocery_or_supermarket', 'supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1008 Harimaw Court West, Metairie",29.9705881,-90.1385391
"Food, Water & Shelter","{'location': {'lat': 29.97681500000001, 'lng': -90.0472288}, 'viewport': {'northeast': {'lat': 29.9782178302915, 'lng': -90.0461152697085}, 'southwest': {'lat': 29.9755198697085, 'lng': -90.0488132302915}}}",Family Dollar,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']","1841 Almonaster Avenue, New Orleans",29.97681500000001,-90.0472288
"Food, Water & Shelter","{'location': {'lat': 29.9463804, 'lng': -90.089344}, 'viewport': {'northeast': {'lat': 29.9476401802915, 'lng': -90.0880824697085}, 'southwest': {'lat': 29.9449422197085, 'lng': -90.0907804302915}}}",Discount City Market,"['supermarket', 'gas_station', 'grocery_or_supermarket', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","2013 South Claiborne Avenue, New Orleans",29.9463804,-90.089344
"Food, Water & Shelter","{'location': {'lat': 29.948636, 'lng': -90.0499799}, 'viewport': {'northeast': {'lat': 29.9499837802915, 'lng': -90.04863081970849}, 'southwest': {'lat': 29.9472858197085, 'lng': -90.0513287802915}}}",Algiers Point Free Lil Pantry,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","615 Opelousas Avenue, New Orleans",29.948636,-90.0499799
