FEMA Lifeline,geometry,name,types,vicinity,lat,lng
Health & Medical,"{'location': {'lat': 29.95348220000001, 'lng': -90.07047960000001}, 'viewport': {'northeast': {'lat': 29.9549905302915, 'lng': -90.06898956970849}, 'southwest': {'lat': 29.9522925697085, 'lng': -90.0716875302915}}}","Jay A. Yancey, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","800 Canal Street, New Orleans",29.95348220000001,-90.07047960000001
Health & Medical,"{'location': {'lat': 29.9564673, 'lng': -90.0632543}, 'viewport': {'northeast': {'lat': 29.95776768029149, 'lng': -90.0618268697085}, 'southwest': {'lat': 29.9550697197085, 'lng': -90.0645248302915}}}","Gerard M. Johnson, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","619 Decatur Street, New Orleans",29.9564673,-90.0632543
Health & Medical,"{'location': {'lat': 29.9534229, 'lng': -90.0706258}, 'viewport': {'northeast': {'lat': 29.95498053029149, 'lng': -90.0690921697085}, 'southwest': {'lat': 29.9522825697085, 'lng': -90.07179013029152}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","800 Canal Street, New Orleans",29.9534229,-90.0706258
Health & Medical,"{'location': {'lat': 29.9483478, 'lng': -90.0743815}, 'viewport': {'northeast': {'lat': 29.94956973029149, 'lng': -90.0730685697085}, 'southwest': {'lat': 29.94687176970849, 'lng': -90.07576653029152}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","939 Girod Street, New Orleans",29.9483478,-90.0743815
Health & Medical,"{'location': {'lat': 29.9563646, 'lng': -90.0629763}, 'viewport': {'northeast': {'lat': 29.9577393302915, 'lng': -90.0616688697085}, 'southwest': {'lat': 29.9550413697085, 'lng': -90.0643668302915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","620 Decatur Street, New Orleans",29.9563646,-90.0629763
Health & Medical,"{'location': {'lat': 29.93847480000001, 'lng': -90.0856644}, 'viewport': {'northeast': {'lat': 29.9397468302915, 'lng': -90.0844565697085}, 'southwest': {'lat': 29.93704886970851, 'lng': -90.0871545302915}}}",Genoa Healthcare,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2221 Philip Street suite q, New Orleans",29.93847480000001,-90.0856644
Health & Medical,"{'location': {'lat': 29.9386252, 'lng': -90.0859835}, 'viewport': {'northeast': {'lat': 29.9400634302915, 'lng': -90.0846264197085}, 'southwest': {'lat': 29.9373654697085, 'lng': -90.0873243802915}}}",Crescent City Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2240 Simon Bolivar Avenue Ste A, New Orleans",29.9386252,-90.0859835
Health & Medical,"{'location': {'lat': 29.96456329999999, 'lng': -90.085135}, 'viewport': {'northeast': {'lat': 29.9657989802915, 'lng': -90.08388696970849}, 'southwest': {'lat': 29.9631010197085, 'lng': -90.08658493029151}}}",Benzer Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2525 Canal Street, New Orleans",29.96456329999999,-90.085135
Health & Medical,"{'location': {'lat': 29.9430349, 'lng': -90.09283649999999}, 'viewport': {'northeast': {'lat': 29.94446548029149, 'lng': -90.09154791970849}, 'southwest': {'lat': 29.9417675197085, 'lng': -90.0942458802915}}}",Med-Pro Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2600 South Claiborne Avenue, New Orleans",29.9430349,-90.09283649999999
Health & Medical,"{'location': {'lat': 29.939253, 'lng': -90.018681}, 'viewport': {'northeast': {'lat': 29.9404215802915, 'lng': -90.01743586970849}, 'southwest': {'lat': 29.9377236197085, 'lng': -90.0201338302915}}}",H S Remedies Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3600 General Meyer Avenue # C, New Orleans",29.939253,-90.018681
Health & Medical,"{'location': {'lat': 29.97429219999999, 'lng': -90.0577172}, 'viewport': {'northeast': {'lat': 29.97564713029149, 'lng': -90.05621741970849}, 'southwest': {'lat': 29.9729491697085, 'lng': -90.0589153802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1600 Elysian Fields Avenue, New Orleans",29.97429219999999,-90.0577172
Health & Medical,"{'location': {'lat': 29.9647863, 'lng': -90.09763269999999}, 'viewport': {'northeast': {'lat': 29.9661915302915, 'lng': -90.09625001970849}, 'southwest': {'lat': 29.9634935697085, 'lng': -90.09894798029151}}}",Avita Pharmacy- Marine Building,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3308 Tulane Avenue #102, New Orleans",29.9647863,-90.09763269999999
Health & Medical,"{'location': {'lat': 29.9405124, 'lng': -90.1043414}, 'viewport': {'northeast': {'lat': 29.9417861802915, 'lng': -90.1029852197085}, 'southwest': {'lat': 29.9390882197085, 'lng': -90.1056831802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4401 South Claiborne Avenue, New Orleans",29.9405124,-90.1043414
Health & Medical,"{'location': {'lat': 29.962623, 'lng': -90.1054023}, 'viewport': {'northeast': {'lat': 29.9639982302915, 'lng': -90.1040332197085}, 'southwest': {'lat': 29.9613002697085, 'lng': -90.1067311802915}}}","Joseph M. Larochelle, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1 Drexel Drive, New Orleans, LA 70125, New Orleans",29.962623,-90.1054023
Health & Medical,"{'location': {'lat': 29.9231057, 'lng': -90.0894477}, 'viewport': {'northeast': {'lat': 29.9245212302915, 'lng': -90.08791311970849}, 'southwest': {'lat': 29.9218232697085, 'lng': -90.0906110802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1116 Louisiana Avenue, New Orleans",29.9231057,-90.0894477
Health & Medical,"{'location': {'lat': 29.9732335, 'lng': -90.1013462}, 'viewport': {'northeast': {'lat': 29.9746898802915, 'lng': -90.10012786970849}, 'southwest': {'lat': 29.9719919197085, 'lng': -90.10282583029151}}}",Expert drug testing,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4640 South Carrollton Avenue, New Orleans",29.9732335,-90.1013462
Health & Medical,"{'location': {'lat': 29.9777246, 'lng': -90.09647840000001}, 'viewport': {'northeast': {'lat': 29.9791945302915, 'lng': -90.0952826697085}, 'southwest': {'lat': 29.97649656970851, 'lng': -90.09798063029152}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","500 North Carrollton Avenue, New Orleans",29.9777246,-90.09647840000001
Health & Medical,"{'location': {'lat': 29.9658179, 'lng': -90.11098919999999}, 'viewport': {'northeast': {'lat': 29.9670933802915, 'lng': -90.10971961970849}, 'southwest': {'lat': 29.9643954197085, 'lng': -90.11241758029149}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3700 South Carrollton Avenue, New Orleans",29.9658179,-90.11098919999999
Health & Medical,"{'location': {'lat': 29.94476, 'lng': -90.13352119999999}, 'viewport': {'northeast': {'lat': 29.9459044802915, 'lng': -90.13191101970848}, 'southwest': {'lat': 29.9432065197085, 'lng': -90.1346089802915}}}","Mary J. St Pierre, NP","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","718 South Carrollton Avenue, New Orleans",29.94476,-90.13352119999999
Health & Medical,"{'location': {'lat': 29.968379, 'lng': -90.11131010000001}, 'viewport': {'northeast': {'lat': 29.9699033802915, 'lng': -90.1101806197085}, 'southwest': {'lat': 29.9672054197085, 'lng': -90.11287858029151}}}",Costco Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3900 Dublin Street, New Orleans",29.968379,-90.11131010000001
Health & Medical,"{'location': {'lat': 29.9147483, 'lng': -90.0531302}, 'viewport': {'northeast': {'lat': 29.9160370302915, 'lng': -90.0517333697085}, 'southwest': {'lat': 29.9133390697085, 'lng': -90.05443133029151}}}",Walmart Pharmacy,"['pharmacy', 'department_store', 'health', 'store', 'point_of_interest', 'establishment']","99 Westbank Expressway, Gretna",29.9147483,-90.0531302
Health & Medical,"{'location': {'lat': 29.9161875, 'lng': -90.0497159}, 'viewport': {'northeast': {'lat': 29.9173313802915, 'lng': -90.04828971970848}, 'southwest': {'lat': 29.9146334197085, 'lng': -90.0509876802915}}}",Carr Drugs #2,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","91 Westbank Expressway Suite 550, Gretna",29.9161875,-90.0497159
Health & Medical,"{'location': {'lat': 29.925011, 'lng': -90.10811989999999}, 'viewport': {'northeast': {'lat': 29.9261405302915, 'lng': -90.10678151970849}, 'southwest': {'lat': 29.92344256970851, 'lng': -90.1094794802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4901 Prytania Street, New Orleans",29.925011,-90.10811989999999
Health & Medical,"{'location': {'lat': 29.9111744, 'lng': -90.0552361}, 'viewport': {'northeast': {'lat': 29.9125845802915, 'lng': -90.05377386970848}, 'southwest': {'lat': 29.9098866197085, 'lng': -90.0564718302915}}}",Expressway Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","315 Westbank Expressway, Gretna",29.9111744,-90.0552361
Health & Medical,"{'location': {'lat': 29.9262345, 'lng': -90.02575259999999}, 'viewport': {'northeast': {'lat': 29.9277229802915, 'lng': -90.02432446970849}, 'southwest': {'lat': 29.9250250197085, 'lng': -90.0270224302915}}}",Colistics Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3361 General De Gaulle Drive, New Orleans",29.9262345,-90.02575259999999
Health & Medical,"{'location': {'lat': 29.9668895, 'lng': -90.0204459}, 'viewport': {'northeast': {'lat': 29.96843653029149, 'lng': -90.01903561970849}, 'southwest': {'lat': 29.9657385697085, 'lng': -90.0217335802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5000 North Claiborne Avenue, New Orleans",29.9668895,-90.0204459
Health & Medical,"{'location': {'lat': 29.9159953, 'lng': -90.1168924}, 'viewport': {'northeast': {'lat': 29.9174024302915, 'lng': -90.1153297197085}, 'southwest': {'lat': 29.9147044697085, 'lng': -90.1180276802915}}}","Maureen G. Ancar, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5400 Tchoupitoulas Street, New Orleans",29.9159953,-90.1168924
Health & Medical,"{'location': {'lat': 29.92392559999999, 'lng': -90.0209009}, 'viewport': {'northeast': {'lat': 29.9254919802915, 'lng': -90.0193967197085}, 'southwest': {'lat': 29.9227940197085, 'lng': -90.0220946802915}}}",CVS Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3621 General De Gaulle Drive, New Orleans",29.92392559999999,-90.0209009
Health & Medical,"{'location': {'lat': 29.9005384, 'lng': -90.0420571}, 'viewport': {'northeast': {'lat': 29.9018918802915, 'lng': -90.04086271970849}, 'southwest': {'lat': 29.8991939197085, 'lng': -90.0435606802915}}}",IV Services,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1581 Carol Sue Avenue # E, Gretna",29.9005384,-90.0420571
Health & Medical,"{'location': {'lat': 29.9005405, 'lng': -90.0419513}, 'viewport': {'northeast': {'lat': 29.9018794302915, 'lng': -90.04040856970849}, 'southwest': {'lat': 29.8991814697085, 'lng': -90.04310653029151}}}","Paulette Beninate, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1581 Carol Sue Avenue Suite East, Gretna, LA 70056, Terrytown",29.9005405,-90.0419513
Health & Medical,"{'location': {'lat': 29.9343458, 'lng': -90.00681259999999}, 'viewport': {'northeast': {'lat': 29.9353847802915, 'lng': -90.00564231970849}, 'southwest': {'lat': 29.9326868197085, 'lng': -90.00834028029149}}}","Glenn J. Green Jr, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4550 General Meyer Avenue, New Orleans",29.9343458,-90.00681259999999
Health & Medical,"{'location': {'lat': 29.95669869999999, 'lng': -90.12036379999999}, 'viewport': {'northeast': {'lat': 29.9580904802915, 'lng': -90.11896396970849}, 'southwest': {'lat': 29.9553925197085, 'lng': -90.12166193029151}}}","LaShon T. Smith, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2418 South Carrollton Avenue, New Orleans",29.95669869999999,-90.12036379999999
Health & Medical,"{'location': {'lat': 29.95669869999999, 'lng': -90.12036379999999}, 'viewport': {'northeast': {'lat': 29.9580904802915, 'lng': -90.11896396970849}, 'southwest': {'lat': 29.9553925197085, 'lng': -90.12166193029151}}}","Darlene E. Hooks, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2418 South Carrollton Avenue, New Orleans",29.95669869999999,-90.12036379999999
Health & Medical,"{'location': {'lat': 29.9236374, 'lng': -90.0115129}, 'viewport': {'northeast': {'lat': 29.9249698302915, 'lng': -90.0099309197085}, 'southwest': {'lat': 29.9222718697085, 'lng': -90.0126288802915}}}","Christopher G. Adams, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","3008 Holiday Drive, New Orleans, LA 70131, New Orleans",29.9236374,-90.0115129
Health & Medical,"{'location': {'lat': 29.95669869999999, 'lng': -90.12036379999999}, 'viewport': {'northeast': {'lat': 29.9580904802915, 'lng': -90.11896396970849}, 'southwest': {'lat': 29.9553925197085, 'lng': -90.12166193029151}}}","Deirdre V. Williams, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2418 South Carrollton Avenue, New Orleans",29.95669869999999,-90.12036379999999
Health & Medical,"{'location': {'lat': 29.8900065, 'lng': -90.0532214}, 'viewport': {'northeast': {'lat': 29.8912856302915, 'lng': -90.0521324197085}, 'southwest': {'lat': 29.8885876697085, 'lng': -90.0548303802915}}}","Lien H. Nguyen, PharmD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1731 Manhattan Boulevard, Harvey",29.8900065,-90.0532214
Health & Medical,"{'location': {'lat': 30.0058035, 'lng': -90.03792589999999}, 'viewport': {'northeast': {'lat': 30.0071555302915, 'lng': -90.0363295697085}, 'southwest': {'lat': 30.00445756970851, 'lng': -90.0390275302915}}}",Walmart Pharmacy,"['pharmacy', 'department_store', 'health', 'store', 'point_of_interest', 'establishment']","4301 Chef Menteur Highway, New Orleans",30.0058035,-90.03792589999999
Health & Medical,"{'location': {'lat': 30.00493939999999, 'lng': -90.0351324}, 'viewport': {'northeast': {'lat': 30.0061580802915, 'lng': -90.03371726970849}, 'southwest': {'lat': 30.0034601197085, 'lng': -90.03641523029151}}}","Christopher Harris, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",New Orleans,30.00493939999999,-90.0351324
Health & Medical,"{'location': {'lat': 29.8930324, 'lng': -90.03121399999999}, 'viewport': {'northeast': {'lat': 29.8943501802915, 'lng': -90.0298247197085}, 'southwest': {'lat': 29.8916522197085, 'lng': -90.0325226802915}}}",Majoria Drugs (Terrytown),"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","888 Terry Parkway, Terrytown",29.8930324,-90.03121399999999
Health & Medical,"{'location': {'lat': 29.9660045, 'lng': -90.14368259999999}, 'viewport': {'northeast': {'lat': 29.9672679802915, 'lng': -90.14236951970848}, 'southwest': {'lat': 29.9645700197085, 'lng': -90.14506748029149}}}",Cardinal Health (P.E.T.),"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","505 John Hopkins Dr, Jefferson",29.9660045,-90.14368259999999
Health & Medical,"{'location': {'lat': 29.89060959999999, 'lng': -90.0944622}, 'viewport': {'northeast': {'lat': 29.8919477802915, 'lng': -90.0932840197085}, 'southwest': {'lat': 29.8892498197085, 'lng': -90.09598198029151}}}","Kevin M. Dufour, RPh","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1111 Medical Center Boulevard, Marrero",29.89060959999999,-90.0944622
Health & Medical,"{'location': {'lat': 29.9529352, 'lng': -90.0791663}, 'viewport': {'northeast': {'lat': 29.9543242302915, 'lng': -90.0779736697085}, 'southwest': {'lat': 29.9516262697085, 'lng': -90.0806716302915}}}","Starsky S. Clark, Pharm","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1555 Poydras Street, New Orleans",29.9529352,-90.0791663
Health & Medical,"{'location': {'lat': 29.9635129, 'lng': -90.1446363}, 'viewport': {'northeast': {'lat': 29.9647742802915, 'lng': -90.1430096197085}, 'southwest': {'lat': 29.9620763197085, 'lng': -90.1457075802915}}}",PHARMACY & WELLNESS - PRIMARY CARE,"['pharmacy', 'hospital', 'health', 'store', 'point_of_interest', 'establishment']","1401 Jefferson Highway, Jefferson",29.9635129,-90.1446363
Health & Medical,"{'location': {'lat': 29.8929962, 'lng': -90.0314136}, 'viewport': {'northeast': {'lat': 29.8942802802915, 'lng': -90.02997676970848}, 'southwest': {'lat': 29.8915823197085, 'lng': -90.0326747302915}}}","Rhett M. Majoria, RPH","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","888 Terry Parkway, Terrytown",29.8929962,-90.0314136
Health & Medical,"{'location': {'lat': 29.8889766, 'lng': -90.0972125}, 'viewport': {'northeast': {'lat': 29.8904992302915, 'lng': -90.0958772197085}, 'southwest': {'lat': 29.8878012697085, 'lng': -90.0985751802915}}}",Pelican Delivery Pharmacy,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","4700 Wichers Drive #104, Marrero",29.8889766,-90.0972125
Health & Medical,"{'location': {'lat': 29.9895241, 'lng': -90.0739832}, 'viewport': {'northeast': {'lat': 29.99087918029149, 'lng': -90.07253631970849}, 'southwest': {'lat': 29.98818121970849, 'lng': -90.0752342802915}}}","Jacqueline L. Hall, PD","['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","1995 Gentilly Boulevard, New Orleans",29.9895241,-90.0739832
Energy,"{'location': {'lat': 29.9738188, 'lng': -90.04822419999999}, 'viewport': {'northeast': {'lat': 29.9752177802915, 'lng': -90.0470038197085}, 'southwest': {'lat': 29.9725198197085, 'lng': -90.04970178029151}}}",Quicky's,"['gas_station', 'point_of_interest', 'establishment']","1535 Franklin Avenue, New Orleans",29.9738188,-90.04822419999999
Energy,"{'location': {'lat': 29.9826675, 'lng': -90.0574896}, 'viewport': {'northeast': {'lat': 29.9839199802915, 'lng': -90.0561766697085}, 'southwest': {'lat': 29.9812220197085, 'lng': -90.05887463029151}}}",Mardi Gras Truck Stop,"['gas_station', 'atm', 'laundry', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","2411 Elysian Fields Avenue, New Orleans",29.9826675,-90.0574896
Energy,"{'location': {'lat': 29.9126706, 'lng': -90.01838190000001}, 'viewport': {'northeast': {'lat': 29.9139922802915, 'lng': -90.0169520197085}, 'southwest': {'lat': 29.9112943197085, 'lng': -90.0196499802915}}}",Murphy USA,"['convenience_store', 'gas_station', 'atm', 'liquor_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","3921 Behrman Highway, New Orleans",29.9126706,-90.01838190000001
Energy,"{'location': {'lat': 29.9652747, 'lng': -90.0976275}, 'viewport': {'northeast': {'lat': 29.9666153802915, 'lng': -90.09629616970848}, 'southwest': {'lat': 29.9639174197085, 'lng': -90.0989941302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","3327 Tulane Avenue, New Orleans",29.9652747,-90.0976275
Energy,"{'location': {'lat': 29.907844, 'lng': -90.05428599999999}, 'viewport': {'northeast': {'lat': 29.90909508029149, 'lng': -90.0530044697085}, 'southwest': {'lat': 29.90639711970849, 'lng': -90.0557024302915}}}",RaceTrac,"['gas_station', 'atm', 'convenience_store', 'bakery', 'cafe', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1625 Lafayette Street, Gretna",29.907844,-90.05428599999999
Energy,"{'location': {'lat': 29.9692659, 'lng': -90.0506188}, 'viewport': {'northeast': {'lat': 29.9706279302915, 'lng': -90.04906891970847}, 'southwest': {'lat': 29.9679299697085, 'lng': -90.0517668802915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","1100 Franklin Avenue, New Orleans",29.9692659,-90.0506188
Energy,"{'location': {'lat': 29.92538490000001, 'lng': -90.0394599}, 'viewport': {'northeast': {'lat': 29.9267019302915, 'lng': -90.03808576970849}, 'southwest': {'lat': 29.9240039697085, 'lng': -90.0407837302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","101 Westbank Expressway, Gretna",29.92538490000001,-90.0394599
Energy,"{'location': {'lat': 29.9588665, 'lng': -90.0703633}, 'viewport': {'northeast': {'lat': 29.9602346802915, 'lng': -90.0690160197085}, 'southwest': {'lat': 29.9575367197085, 'lng': -90.0717139802915}}}",Chevron,"['gas_station', 'convenience_store', 'car_repair', 'store', 'food', 'point_of_interest', 'establishment']","447 North Rampart Street, New Orleans",29.9588665,-90.0703633
Energy,"{'location': {'lat': 29.9293935, 'lng': -90.0671545}, 'viewport': {'northeast': {'lat': 29.93060463029149, 'lng': -90.0657859197085}, 'southwest': {'lat': 29.9279066697085, 'lng': -90.06848388029151}}}",Sterling Xpress,"['convenience_store', 'gas_station', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1667 Tchoupitoulas Street, New Orleans",29.9293935,-90.0671545
Energy,"{'location': {'lat': 29.966117, 'lng': -90.08740019999999}, 'viewport': {'northeast': {'lat': 29.9674275302915, 'lng': -90.0859971197085}, 'southwest': {'lat': 29.9647295697085, 'lng': -90.0886950802915}}}",Exxon,"['gas_station', 'point_of_interest', 'establishment']","2701 Canal Street, New Orleans",29.966117,-90.08740019999999
Energy,"{'location': {'lat': 29.903649, 'lng': -90.065699}, 'viewport': {'northeast': {'lat': 29.90488363029149, 'lng': -90.06448051970848}, 'southwest': {'lat': 29.90218566970849, 'lng': -90.0671784802915}}}",Exxon,"['gas_station', 'point_of_interest', 'establishment']","1570 U.S. 90 Business, Harvey",29.903649,-90.065699
Energy,"{'location': {'lat': 29.9569754, 'lng': -90.0740381}, 'viewport': {'northeast': {'lat': 29.9583631302915, 'lng': -90.07274751970849}, 'southwest': {'lat': 29.9556651697085, 'lng': -90.0754454802915}}}",Budget,"['gas_station', 'point_of_interest', 'establishment']","1317 Canal Street, New Orleans",29.9569754,-90.0740381
Energy,"{'location': {'lat': 29.9432065, 'lng': -90.0732451}, 'viewport': {'northeast': {'lat': 29.9445026802915, 'lng': -90.07188166970849}, 'southwest': {'lat': 29.9418047197085, 'lng': -90.0745796302915}}}",Circle K,"['convenience_store', 'gas_station', 'store', 'food', 'point_of_interest', 'establishment']","704 Howard Avenue, New Orleans",29.9432065,-90.0732451
Energy,"{'location': {'lat': 29.9602199, 'lng': -90.06866989999999}, 'viewport': {'northeast': {'lat': 29.9615573802915, 'lng': -90.06730371970849}, 'southwest': {'lat': 29.9588594197085, 'lng': -90.0700016802915}}}",Parking Spot,"['gas_station', 'point_of_interest', 'establishment']","630 North Rampart Street, New Orleans",29.9602199,-90.06866989999999
Energy,"{'location': {'lat': 29.9417859, 'lng': -90.0674887}, 'viewport': {'northeast': {'lat': 29.9431563302915, 'lng': -90.0661504697085}, 'southwest': {'lat': 29.9404583697085, 'lng': -90.06884843029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","1011 Tchoupitoulas Street, New Orleans",29.9417859,-90.0674887
Energy,"{'location': {'lat': 29.9462201, 'lng': -90.08916459999999}, 'viewport': {'northeast': {'lat': 29.94746638029149, 'lng': -90.08778361970849}, 'southwest': {'lat': 29.9447684197085, 'lng': -90.0904815802915}}}",Valero,"['gas_station', 'point_of_interest', 'establishment']","2013 South Claiborne Avenue, New Orleans",29.9462201,-90.08916459999999
Energy,"{'location': {'lat': 29.9695691, 'lng': -90.0839043}, 'viewport': {'northeast': {'lat': 29.9707309802915, 'lng': -90.0826987197085}, 'southwest': {'lat': 29.9680330197085, 'lng': -90.08539668029151}}}",Delta,"['gas_station', 'point_of_interest', 'establishment']","2685 Lafitte Avenue, New Orleans",29.9695691,-90.0839043
Energy,"{'location': {'lat': 29.9298915, 'lng': -90.076672}, 'viewport': {'northeast': {'lat': 29.9312608802915, 'lng': -90.0752670197085}, 'southwest': {'lat': 29.9285629197085, 'lng': -90.07796498029151}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']","2135 Magazine Street, New Orleans",29.9298915,-90.076672
Energy,"{'location': {'lat': 29.9292138, 'lng': -90.0671749}, 'viewport': {'northeast': {'lat': 29.9306477302915, 'lng': -90.06581721970849}, 'southwest': {'lat': 29.9279497697085, 'lng': -90.0685151802915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1667 Tchoupitoulas Street, New Orleans",29.9292138,-90.0671749
Energy,"{'location': {'lat': 29.940842, 'lng': -90.0965635}, 'viewport': {'northeast': {'lat': 29.94234498029149, 'lng': -90.09529171970851}, 'southwest': {'lat': 29.9396470197085, 'lng': -90.09798968029152}}}",Delta Fuel,"['gas_station', 'point_of_interest', 'establishment']","4645, 3300 South Claiborne Avenue, New Orleans",29.940842,-90.0965635
Energy,"{'location': {'lat': 29.975925, 'lng': -90.07866369999999}, 'viewport': {'northeast': {'lat': 29.9772269302915, 'lng': -90.07724491970849}, 'southwest': {'lat': 29.9745289697085, 'lng': -90.0799428802915}}}",Valero Gas Station,"['gas_station', 'point_of_interest', 'establishment']","1233 N BROAD AVE, New Orleans",29.975925,-90.07866369999999
Energy,"{'location': {'lat': 29.9738581, 'lng': -90.0566764}, 'viewport': {'northeast': {'lat': 29.9752271302915, 'lng': -90.05546816970849}, 'southwest': {'lat': 29.9725291697085, 'lng': -90.0581661302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1601 Elysian Fields Avenue, New Orleans",29.9738581,-90.0566764
Energy,"{'location': {'lat': 29.94086, 'lng': -90.10020000000002}, 'viewport': {'northeast': {'lat': 29.9421092302915, 'lng': -90.0988408197085}, 'southwest': {'lat': 29.9394112697085, 'lng': -90.1015387802915}}}",Exxon,"['gas_station', 'point_of_interest', 'establishment']","4101 South Claiborne Avenue, New Orleans",29.94086,-90.10020000000002
Energy,"{'location': {'lat': 29.96533909999999, 'lng': -90.0990978}, 'viewport': {'northeast': {'lat': 29.9666445302915, 'lng': -90.0977812197085}, 'southwest': {'lat': 29.9639465697085, 'lng': -90.1004791802915}}}",Exxon,"['gas_station', 'point_of_interest', 'establishment']","3402 Tulane Avenue, New Orleans",29.96533909999999,-90.0990978
Energy,"{'location': {'lat': 29.9566166, 'lng': -90.1044764}, 'viewport': {'northeast': {'lat': 29.9579820802915, 'lng': -90.10317206970849}, 'southwest': {'lat': 29.9552841197085, 'lng': -90.1058700302915}}}",Shell,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1308 South Jefferson Davis Parkway, New Orleans",29.9566166,-90.1044764
Energy,"{'location': {'lat': 29.9833395, 'lng': -90.0713076}, 'viewport': {'northeast': {'lat': 29.9847493302915, 'lng': -90.0700507197085}, 'southwest': {'lat': 29.9820513697085, 'lng': -90.07274868029151}}}",TRIANGLE DELI,"['convenience_store', 'gas_station', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","1904 North Broad Street, New Orleans",29.9833395,-90.0713076
